
318.308, 292.539, 0.453448, 0.732098, 2.93972
331.955, 300.531, 0.530111, 0.762304, 2.8296
345.137, 309.054, 0.604906, 0.792976, 2.71273
360.747, 318.54, 0.680693, 0.82157, 2.60625
305.295, 298.796, 0.347859, 0.758913, 2.87128
317.358, 307.306, 0.418097, 0.791602, 2.75603
330.951, 316.146, 0.489982, 0.822309, 2.65143
345.812, 326.049, 0.565671, 0.851336, 2.53678
290.364, 305.084, 0.231927, 0.78872, 2.79556
303.311, 314.489, 0.312106, 0.820327, 2.68919
316.175, 324.086, 0.384183, 0.851285, 2.5757
330.044, 334.294, 0.456249, 0.878837, 2.46889
275.798, 311.618, 0.122228, 0.811892, 2.72989
287.374, 321.582, 0.197509, 0.846588, 2.62209
299.82, 331.578, 0.266126, 0.875541, 2.51356
314.855, 342.834, 0.345721, 0.903108, 2.39976
259.389, 318.094, 0.0107317, 0.837463, 2.65667
271.002, 329.022, 0.0881368, 0.874566, 2.54801
283.793, 340.586, 0.159136, 0.906916, 2.44294
297.785, 352.204, 0.235044, 0.937038, 2.33215
242.945, 325.703, -0.101615, 0.862438, 2.5895
253.869, 336.889, -0.0278827, 0.895984, 2.48156
265.552, 348.827, 0.0458687, 0.929978, 2.37477
279.87, 361.385, 0.124494, 0.962069, 2.26527
224.634, 332.839, -0.214179, 0.883411, 2.51775
235.404, 345.223, -0.137181, 0.923086, 2.40406
247.688, 357.757, -0.0610743, 0.954931, 2.3037
259.969, 372.233, 0.00885676, 0.992577, 2.19253


314.858, 241.416, 0.605373, 0.500867, 4.20209
326.555, 245.906, 0.726175, 0.538048, 4.15871
338.822, 250.558, 0.839364, 0.581383, 4.09113
351.447, 255.338, 0.960782, 0.624373, 4.03243
310.572, 247.813, 0.549399, 0.551817, 4.10363
322.292, 253.015, 0.662177, 0.603035, 4.02706
334.594, 257.453, 0.776411, 0.636831, 3.98194
347.36, 262.077, 0.897555, 0.679459, 3.93527
305.252, 255.166, 0.48226, 0.616352, 3.98063
317.587, 259.98, 0.59894, 0.651524, 3.94812
330.384, 264.984, 0.718808, 0.691392, 3.88967
343.711, 269.584, 0.835709, 0.73056, 3.83535
299.64, 262.39, 0.411955, 0.671803, 3.89092
312.534, 267.133, 0.533518, 0.711709, 3.83901
325.648, 272.525, 0.650453, 0.74892, 3.78017
339.127, 277.753, 0.772622, 0.784284, 3.71967
294.613, 270.008, 0.35156, 0.728533, 3.77427
307.837, 275.133, 0.470307, 0.766524, 3.7254
320.912, 280.543, 0.585485, 0.80281, 3.67443
334.663, 286.002, 0.704668, 0.844811, 3.614
288.828, 277.996, 0.286742, 0.776398, 3.68227
302.073, 283.404, 0.411592, 0.819906, 3.62592
315.915, 288.962, 0.524828, 0.855031, 3.57974
329.692, 294.461, 0.641027, 0.893828, 3.51723
282.776, 286.535, 0.223811, 0.835813, 3.5755
296.687, 292.194, 0.345929, 0.876939, 3.52133
310.384, 298.046, 0.462412, 0.912908, 3.4539
325.115, 303.76, 0.587263, 0.945525, 3.41294


302.411, 146.088, 0.468684, -0.506475, 4.12887
313.877, 149.407, 0.569905, -0.463229, 4.02706
323.883, 152.96, 0.667757, -0.429466, 3.99907
332.4, 157.2, 0.730386, -0.364101, 3.84634
294.569, 149.412, 0.375231, -0.463383, 4.0284
305.294, 153.226, 0.47926, -0.414755, 3.95588
316.2, 156.6, 0.579051, -0.377377, 3.88217
327.778, 160.632, 0.672013, -0.330101, 3.79322
286.254, 153.069, 0.287247, -0.413807, 3.94683
297.2, 156.6, 0.39101, -0.377135, 3.87968
308.216, 160.61, 0.489294, -0.33062, 3.79918
320.588, 164.309, 0.5916, -0.285294, 3.71281
278.451, 156.523, 0.20308, -0.376651, 3.8747
288.464, 160.449, 0.295104, -0.329791, 3.78965
299.8, 164.2, 0.392375, -0.284769, 3.70598
311.397, 168.375, 0.494229, -0.241475, 3.62266
268.637, 160.238, 0.101632, -0.328144, 3.77073
280.272, 164.191, 0.213238, -0.284944, 3.70825
290.707, 168.551, 0.300186, -0.241186, 3.61832
303.594, 172.645, 0.41108, -0.200026, 3.54197
259, 164, 0.0148791, -0.283033, 3.68339
270.022, 168.446, 0.115464, -0.240179, 3.60322
281.448, 172.463, 0.212072, -0.199441, 3.53162
293.29, 176.87, 0.312479, -0.159651, 3.44897
249.105, 167.914, -0.0770876, -0.249055, 3.59893
260, 172.4, 0.0232098, -0.199034, 3.52441
271.62, 176.98, 0.119132, -0.159423, 3.44406
283.4, 181.6, 0.218923, -0.112786, 3.36073


338.235, 246.658, 0.803461, 0.516635, 3.91614
332.179, 253.149, 0.725308, 0.571969, 3.8196
325.355, 259.914, 0.641227, 0.61496, 3.72655
318.326, 267.118, 0.560133, 0.673215, 3.63137
327.723, 238.417, 0.701978, 0.44203, 3.96236
321.006, 244.579, 0.628066, 0.49207, 3.87968
314.205, 250.661, 0.545442, 0.538034, 3.78609
307.363, 257.75, 0.465003, 0.589083, 3.68339
316.97, 230.256, 0.597873, 0.365522, 4.00836
310.205, 236.067, 0.524977, 0.417474, 3.92122
303.69, 242.25, 0.444284, 0.466032, 3.82807
295.773, 248.756, 0.357484, 0.511861, 3.73577
306.811, 222.203, 0.501311, 0.287024, 4.05272
300.328, 227.921, 0.43102, 0.332153, 3.9754
292.541, 233.543, 0.341624, 0.383419, 3.87968
285.36, 239.896, 0.26616, 0.432411, 3.78965
297.31, 214.225, 0.414567, 0.207543, 4.11341
289.466, 219.817, 0.322661, 0.25352, 4.01235
282.657, 225.369, 0.245531, 0.30776, 3.92249
274.247, 231.141, 0.161806, 0.359168, 3.83171
